評論,tokens
"很好洗
不打結也不乾澀
這種質地感覺不會對頭皮造成負擔
一般膠狀或乳狀洗髮精洗久了會覺得頭皮阻塞洗不乾淨
無矽靈的洗的時候又太毛躁打結很難洗開
用這個洗完不用潤髮產品也不會打結又不黏膩
味道也很療育不像香精味
真的不錯
順帶一提melvita的洗髮精也很好用","['很', '好', '洗', '不', '打結', '也', '不', '乾澀', '這', '種', '質地', '感覺', '不會', '對', '頭皮', '造成', '負擔', '一般', '膠狀', '或', '乳狀', '洗髮精', '洗', '久', '了', '會', '覺得', '頭皮', '阻塞', '洗', '不', '乾淨', '無', '矽靈', '的', '洗', '的', '時候', '又', '太', '毛躁', '打結', '很', '難', '洗', '開', '用', '這', '個', '洗完', '不用', '潤髮', '產品', '也', '不會', '打結', '又', '不', '黏膩', '味道', '也', '很', '療育', '不', '像', '香', '精味', '真的', '不錯', '順帶', '一', '提', '的', '洗髮精', '也', '很', '好用']"
"頭皮屑這件事從小學就已經開始到現在~~~~
這5-6年來 還嘗試過Poofree....(只用水洗頭)....
雖然頭皮屑沒有改善多少.....
但頭髮的出油程度確有明顯進步...
但一直以來...我還有個本來自己沒發現
但因為出遊過夜...被朋友問說...幾天沒洗頭
才知道的事情...就是睡熟了之後
會不自覺地狂抓頭...地毯式的抓頭..
涮涮聲 把朋友吵醒
無論是..Poofree之前...還是之後...都一樣
早上起床之後....枕頭上的頭皮屑.....
多到需要用吸塵器吸乾淨(特別到486團購網買","['頭皮屑', '這', '件', '事', '從', '小學', '就', '已經', '開始', '到', '現在', '這', '年', '來', '還', '嘗試', '過', '只', '用', '水', '洗頭', '雖然', '頭皮屑', '沒有', '改善', '多少', '但', '頭髮', '的', '出', '油', '程度', '確', '有', '明顯', '進步', '但', '一直', '以來', '我', '還', '有', '個', '本來', '自己', '沒', '發現', '但', '因為', '出遊', '過', '夜', '被', '朋友', '問', '說', '幾', '天', '沒', '洗頭', '才', '知道', '的', '事情', '就', '是', '睡熟', '了', '之後', '會', '不自覺', '地', '狂抓頭', '地毯式', '的', '抓頭', '涮涮聲', '把', '朋友', '吵醒', '無論', '是', '之前', '還是', '之後', '都', '一樣', '早上', '起床', '之後', '枕頭', '上', '的', '頭皮屑', '多', '到', '需要', '用', '吸塵器', '吸', '乾淨', '特別', '到', '團購網', '買']"
"寫心得前先講一下自己的狀況吧，自己的頭髮算是很多很大量的，從來沒有燙染過，無自然捲，平常就是有點小蓬並偏厚重。長度大約在肩膀下跟臀部上的中間，通常會流到過腰前去剪。因為髮量多，感覺平常喜投書頭髮也掉的蠻多的XD但從來沒有覺得自己會有禿頭的可能就是，因為還是會長阿。
我的髮質其實算是不錯的，不過也沒有特別在照顧，就是選喜歡的洗髮精，偶爾潤個髮或是抹個髮油，唯一就是比較乾澀有時候不滑順，平常都好好的。
知道薇佳居然洗髮這類東西都有出讓我覺得有點莫名OWO，平常真的會有足夠的購買銷售量嗎？心中冒出的疑惑。
50","['寫', '心得', '前', '先', '講', '一下', '自己', '的', '狀況', '吧', '自己', '的', '頭髮', '算是', '很多', '很', '大量', '的', '從來', '沒有', '燙染', '過', '無', '自然', '捲', '平常', '就是', '有點', '小', '蓬', '並', '偏', '厚重', '長度', '大約', '在', '肩膀', '下', '跟', '臀部', '上', '的', '中間', '通常', '會', '流到', '過', '腰', '前', '去', '剪', '因為', '髮量', '多', '感覺', '平常', '喜', '投書', '頭髮', '也', '掉', '的', '蠻', '多', '的', '但', '從來', '沒有', '覺得', '自己', '會', '有', '禿頭', '的', '可能', '就是', '因為', '還是', '會長', '阿我', '的', '髮質', '其實', '算是', '不錯', '的', '不過', '也', '沒有', '特別', '在', '照顧', '就是', '選', '喜歡', '的', '洗髮精', '偶爾', '潤', '個髮', '或是', '抹', '個', '髮油', '唯一', '就', '是', '比較', '乾澀', '有時候', '不', '滑順', '平常', '都', '好好', '的', '知道', '薇佳', '居然', '洗髮', '這', '類', '東西', '都', '有', '出', '讓', '我', '覺得', '有點', '莫名', '平常', '真的', '會', '有', '足夠', '的', '購買', '銷售量', '嗎', '心', '中', '冒出', '的', '疑惑']"
"這瓶是買給老公用的
清爽型，適合中油性髮質
香氣是一般接受度高的洗髮精味道
透明洗髮精質地
如果是染燙髮 ，髮尾會乾燥 ，要加以護髮
不刺激過敏
屬安心產品","['這', '瓶', '是', '買給', '老公', '用', '的', '清爽型', '適合', '中油性', '髮質', '香氣', '是', '一般', '接受度', '高', '的', '洗髮精', '味道', '透明', '洗髮精', '質地', '如果', '是', '染', '燙髮', '髮尾', '會', '乾燥', '要', '加以', '護髮', '不', '刺激', '過敏', '屬', '安心', '產品']"
"可能是含有咖啡因的關係，看到網路上很多人分享這款有生髮功能!!
所以我直接從Momo官方直營買了特惠組合~~~~
我的兩側頭髮比較少，除了洗這罐還有搭配同系列的深層清潔產品、護髮霜、頭皮精華液喔
這灌洗完頭皮會有點涼涼的，洗這罐之後感覺頭髮也比較蓬鬆~~~~~之前都是用日系品牌居多
洗了半罐之後，兩側的頭髮有長出小細毛......整體髮質也變好了
不過，額頭的小細毛也會變得明顯......所以真的是生髮有感~~~~
這罐好像真的能刺激毛囊，所以我會持續洗下去!!","['可能', '是', '含有', '咖啡因', '的', '關係', '看到', '網路', '上', '很多', '人', '分享', '這', '款', '有', '生髮', '功能', '所以', '我', '直接', '從', '官方', '直營', '買', '了', '特惠', '組合', '我', '的', '兩', '側', '頭髮', '比較', '少', '除了', '洗', '這', '罐', '還', '有', '搭配', '同', '系列', '的', '深層', '清潔', '產品', '護髮霜', '頭皮', '精華液', '喔', '這', '灌', '洗完', '頭皮', '會', '有點', '涼涼', '的', '洗', '這', '罐', '之後', '感覺', '頭髮', '也', '比較', '蓬鬆', '之前', '都', '是', '用', '日系', '品牌', '居多', '洗', '了', '半', '罐', '之後', '兩', '側', '的', '頭髮', '有', '長出', '小', '細', '毛', '整體', '髮質', '也', '變好', '了', '不過', '額頭', '的', '小', '細毛', '也', '會', '變', '得', '明顯', '所以', '真的', '是', '生髮', '有', '感', '這', '罐', '好像', '真的', '能', '刺激', '毛囊', '所以', '我', '會', '持續', '洗下去']"
"有沒有朋友也跟婷一樣，浴室總是擺了許多罐
洗護髮產品呢??蔻蘿蘭的這一款速效舒敏洗髮精
就是擺在浴室裡面，但出場率不高的洗髮精
商品介紹~
溫和清潔頭髮，同時舒緩頭皮敏感現象，並長效舒適。
速效舒敏洗髮精!!婷目前已經快要洗完一罐囉~
這一瓶的出場率雖不高，但每到換季時刻我又
沒有辦法不點他出場，洗髮精搓出的泡泡算是
細緻的程度，香味方面有香味，但是一股讓人
聞了覺得會安心的舒適花香調，在於換季頭皮
容易莫名癢的婷只要搭配速效舒敏洗髮精一起洗
癢的問題就會逐漸趨緩，一款相當挑時機用的
洗髮產品，平時頭皮不","['有沒有', '朋友', '也', '跟', '婷', '一樣', '浴室', '總是', '擺', '了', '許多', '罐', '洗護髮', '產品', '呢', '蔻蘿蘭', '的', '這', '一', '款', '速效', '舒敏', '洗髮精', '就', '是', '擺在', '浴室', '裡面', '但', '出場率', '不', '高', '的', '洗髮精', '商品', '介紹', '溫和', '清潔', '頭髮', '同時', '舒緩', '頭皮', '敏感', '現象', '並', '長效', '舒適', '速效', '舒敏', '洗髮精', '婷', '目前', '已經', '快要', '洗完', '一', '罐', '囉', '這', '一', '瓶', '的', '出場率', '雖', '不', '高', '但', '每', '到', '換季', '時刻', '我', '又', '沒有', '辦法', '不', '點', '他', '出場', '洗髮精', '搓出', '的', '泡泡', '算是', '細緻', '的', '程度', '香味', '方面', '有', '香味', '但是', '一', '股', '讓', '人', '聞', '了', '覺得', '會', '安心', '的', '舒適', '花香調', '在於', '換季', '頭皮', '容易', '莫名', '癢', '的', '婷', '只要', '搭配', '速效', '舒敏', '洗髮精', '一起', '洗癢', '的', '問題', '就', '會', '逐漸', '趨緩', '一', '款', '相當', '挑', '時機', '用', '的', '洗髮', '產品', '平時', '頭皮', '不']"
"髮況：中長髮、嚴重自然捲、細軟髮且因長期燙髮、髮尾容易毛躁和乾燥。因此平常除了洗髮和護髮外，洗頭時會使用髮膜、吹整頭髮前(濕髮時)使用護髮乳、乾髮時會使用護髮油來加強髮質保養。
-----------------------------------------------------------------------------------------------------------------------------
最近手上的洗髮精用得差不多了，看到有很多人推這款，就被推坑了😍
這款是在蝦皮巴黎","['髮況', '中', '長髮', '嚴重', '自然', '捲', '細', '軟髮', '且', '因', '長期', '燙髮', '髮尾', '容易', '毛躁', '和', '乾燥', '因此', '平常', '除了', '洗髮', '和', '護髮', '外', '洗頭', '時', '會', '使用', '髮膜', '吹整', '頭髮', '前', '濕髮', '時', '使用', '護髮乳', '乾髮', '時', '會', '使用', '護髮油', '來', '加強', '髮質', '保養', '最近', '手', '上', '的', '洗髮精', '用', '得', '差不多', '了', '看到', '有', '很多', '人', '推', '這', '款', '就', '被', '推坑', '了', '這', '款', '是', '在', '蝦皮', '巴黎']"
"質地：白色乳液狀。
香味：花香。
留香度：低。
主要特色：玻尿酸、角鯊烷、維他命B5，保濕修護，水感保護膜，無矽靈。
我其實已經很少在買開架的洗髮乳，這款是被youtuber的業配影片燒到，抱著嘗試的心態購入。
使用起來，起泡容易、好沖淨，但除此之外，不覺得頭髮有特別滑順或滋潤，其實就是一款無功無過的開架產品。
然後，個人實在不是很喜歡它的味道，是一種聞起來有點化學廉價感的花香，每次洗起來感覺都不是很療癒。
另外，我用這罐洗髮精大約四五天後，後背忽然長了一顆罕見的內包型大痘痘，雖然無法斷定有沒有相關，但我","['質地', '白色', '乳液狀', '香味', '花香', '留香度', '低', '主要', '特色', '玻尿酸', '角', '鯊烷', '維他命', '保濕', '修護', '水感', '保護膜', '無', '矽靈', '我', '其實', '已經', '很少', '在', '買', '開架', '的', '洗髮乳', '這', '款', '是', '被', '的', '業', '配', '影片', '燒到', '抱', '著', '嘗試', '的', '心態', '購入', '使用', '起來', '起泡', '容易', '好', '沖淨', '但', '除此之外', '不', '覺得', '頭髮', '有', '特別', '滑順', '或', '滋潤', '其實', '就', '是', '一', '款', '無功無過', '的', '開架', '產品', '然後', '個人', '實在', '不', '是', '很', '喜歡', '它', '的', '味道', '是', '一', '種', '聞起來', '有點', '化學', '廉價感', '的', '花香', '每', '次', '洗起來', '感覺', '都', '不', '是', '很', '療癒', '另外', '我', '用', '這', '罐', '洗髮精', '大約', '四五', '天', '後', '後背', '忽然', '長', '了', '一', '顆', '罕見', '的', '內包型', '大', '痘痘', '雖然', '無法', '斷定', '有沒有', '相關', '但', '我']"
"5 SENS微金女神菁萃髮浴 50ml
買洗髮產品贈送的試用。
液體是琥珀色調，很符合微金女神這個名稱。味道非常好聞，有點像茶香香水的味道，莫名有種高級感。
精油配方萃取自5種天然植物：
紅花油- 保濕與修復
酪梨油-滋養與再生
甜杏仁油-滋養與舒緩
蓖麻油-柔嫩與強化
***以上參考官網說明***
起泡性極佳，先將頭髮打濕後再上，一點點水就能搓出很多泡泡，50ml短髮人約可洗3-5次以上。泡沫超級綿密細緻，比洗面乳的泡沫還細滑😆
溫和的潔淨力，洗起來舒服放鬆，加上味道好聞，整個很療癒。在家也能體驗5星級","['微金', '女神', '菁萃髮浴', '買', '洗髮', '產品', '贈送', '的', '試用', '液體', '是', '琥珀', '色調', '很', '符合', '微金', '女神', '這', '個', '名稱', '味道', '非常', '好聞', '有點', '像', '茶香', '香水', '的', '味道', '莫名', '有種', '高級感', '精油', '配方', '萃取', '自種', '天然', '植物', '紅花油', '保濕', '與', '修復', '酪梨油', '滋養', '與', '再生', '甜', '杏仁油', '滋養', '與', '舒緩', '蓖麻油', '柔嫩', '與', '強化', '以上', '參考', '官網', '說明', '起泡性', '極', '佳', '先', '將', '頭髮', '打濕', '後', '再', '上', '一點點', '水', '就', '能', '搓出', '很多', '泡泡', '短髮', '人', '約', '可', '洗', '次', '以上', '泡沫', '超級', '綿密', '細緻', '比', '洗面乳', '的', '泡沫', '還', '細滑', '溫和', '的', '潔淨力', '洗起來', '舒服', '放鬆', '加上', '味道', '好', '聞', '整', '個', '很', '療癒', '在', '家', '也', '能', '體驗', '星級']"
"一直忘記推薦這款洗髮精，它是在我工作壓力大掉髮自己嚇到，並且開始重視頭皮和頭髮的第一瓶，大廠牌洗髮精，之前使用的也不是說真的都沒牌 (反正就是家裡有什麼就用什麼)
結論是使用過幾瓶後，個人髮質現在真的有變比較好和蓬鬆 (每個人的情況都不一樣，請自行評估再去購買)
記得嚴重落髮，第一件事請直接去給看醫生，再來比較好之後 (若有足夠能力保養，可去美髮院護頭皮和護髮)
不然，就是至少跟我一樣洗髮精改用比較好一點的囉！畢竟妳(你)不想年紀輕輕就禿頭吧！","['一直', '忘記', '推薦', '這', '款', '洗髮精', '它', '是', '在', '我', '工作', '壓力', '大', '掉髮', '自己', '嚇到', '並且', '開始', '重視', '頭皮', '和', '頭髮', '的', '第一', '瓶', '大', '廠牌', '洗髮精', '之前', '使用', '的', '也', '不', '是', '說真的', '都', '沒', '牌', '反正', '就是', '家', '裡', '有', '什麼', '就', '用', '什麼', '結論', '是', '使用', '過', '幾', '瓶', '後', '個人', '髮質', '現在', '真的', '有', '變', '比較', '好', '和', '蓬鬆', '每', '個', '人', '的', '情況', '都', '不', '一樣', '請', '自行', '評估', '再', '去', '購買', '記得', '嚴重', '落髮', '第一', '件', '事', '請', '直接', '去', '給', '看', '醫生', '再', '來', '比較', '好', '之後', '若', '有', '足夠', '能力', '保養', '可', '去', '美髮院', '護', '頭皮', '和', '護髮', '不然', '就是', '至少', '跟', '我', '一樣', '洗髮精', '改用', '比較', '好', '一點', '的', '囉', '畢竟', '妳', '你', '不', '想', '年紀', '輕輕', '就', '禿頭', '吧']"
"因為同事極力推薦，第一次使用頭皮淨化液，原本對頭髮頭皮保養不太在意的我，用了之後覺得使用感非常好，就陸續有在使用。
本商品有分涼感和去涼感的我都有用過，個人比較偏愛涼感的，尤其在夏天使用，立馬有降溫的感覺，頭皮非常清爽，也洗的很乾淨。
我的頭皮不太會出油，但是有頭皮屑，不是一整片的那種，但是會有一小點白白的，洗完之後，除了感覺頭皮有在呼吸的感覺之外，頭皮屑也有改善，洗完之後頭皮也比較不容易癢。
依照頭皮的質性，一週可以使用1-2次，或是1-2週一次，瓶子上有刻度，一次是一個刻度的使用量。
瓶子的外型設計也","['因為', '同事', '極力', '推薦', '第一', '次', '使用', '頭皮', '淨化液', '原本', '對', '頭髮', '頭皮', '保養', '不', '太', '在意', '的', '我', '用', '了', '之後', '覺得', '使用感', '非常', '好', '就', '陸續', '有', '在', '使用', '本', '商品', '有', '分', '涼感', '和', '去', '涼感', '的', '我', '都', '有', '用', '過', '個人', '比較', '偏愛', '涼感', '的', '尤其', '在', '夏天', '使用', '立馬', '有', '降溫', '的', '感覺', '頭皮', '非常', '清爽', '也', '洗', '的', '很', '乾淨', '我', '的', '頭皮', '不', '太', '會', '出', '油', '但是', '有', '頭皮屑', '不', '是', '一', '整', '片', '的', '那', '種', '但是', '會', '有', '一', '小點', '白白', '的', '洗完', '之後', '除了', '感覺', '頭皮', '有', '在', '呼吸', '的', '感覺', '之外', '頭皮屑', '也', '有', '改善', '洗完', '之後', '頭皮', '也', '比較', '不', '容易', '癢', '依照', '頭皮', '的', '質性', '一', '週', '可以', '使用', '次', '或是', '週一', '次', '瓶子', '上', '有', '刻度', '一', '次', '是', '一', '個', '刻度', '的', '使用量', '瓶子', '的', '外型', '設計', '也']"
"10月的最後一天又是blue monday
適合來寫篇心得
這是在用過淨水賦活洗髮精(控油型)後買的
因為對阿葵亞改觀
然後又剛好在尋找油性頭皮適用的護色洗髮產品
(畢竟以前護色產品並沒有推出控油型)
剛好這個月要到期也快用完了
今天就來寫寫吧
●由台灣及日本資生堂研究所共同研發，在高溫潮濕的環境下，頭髮不易扁塌毛躁。
●髮色恆采潤澤「水耀恆潤護色精華」，補充染後乾燥受損髮所需修護因子及水分，減緩髮色脫落流失，還原髮絲潤澤光采。
●頭皮深層淨化「檜木精萃」添加、能高效淨化頭皮﹔結合「沁涼瞬吸油脂平衡配方」","['月', '的', '最後', '一', '天', '又', '是', '適合', '來', '寫', '篇', '心得', '這', '是', '在', '用', '過', '淨水', '賦活', '洗髮', '精控', '油型', '後', '買', '的', '因為', '對', '阿葵亞', '改觀', '然後', '又', '剛好', '在', '尋找', '油性', '頭皮', '適用', '的', '護色', '洗髮', '產品', '畢竟', '以前', '護色', '產品', '並', '沒有', '推出', '控油型', '剛好', '這', '個', '月', '要', '到期', '也', '快', '用完', '了', '今天', '就', '來', '寫寫', '吧', '由', '台灣', '及', '日本', '資生堂', '研究所', '共同', '研發', '在', '高溫', '潮濕', '的', '環境', '下', '頭髮', '不易', '扁塌', '毛躁', '髮色', '恆采', '潤澤', '水耀', '恆潤', '護色', '精華', '補充', '染', '後', '乾燥', '受損', '髮', '所', '需', '修護', '因子', '及', '水分', '減緩', '髮色', '脫落', '流失', '還原', '髮絲', '潤澤', '光采', '頭皮', '深層', '淨化', '檜木', '精萃', '添加', '能', '高效', '淨化', '頭皮', '結合', '沁涼', '瞬', '吸', '油脂', '平衡', '配方']"
"❤️洗髮精大推薦❤️歐萊德綠茶洗髮精（典藏版）(400ml)：以零碳美妝為基礎，利用有機茶葉萃取，使用親環境、成分單純的洗髮精，更可以協助我們養成好髮質!與你一起讓世界變好!
#歐萊德   #綠茶洗髮精  #涼感洗髮精  #洗髮精  #洗髮精推薦
@oright_tw_official
一個好的洗髮精，能讓你頭皮健康，髮質自然強健！！
歐萊德是我這幾年，新接觸到、一個很好的髮品/保養品品牌：
歐萊德從來就不只是一間髮膚保養品公司，而是一個對人類、對社會、對地球都好的品牌，這就是俗稱的歐萊德的綠色世界。
尤","['洗髮精', '大', '推薦', '歐萊德', '綠茶', '洗髮', '精典', '藏版', '以', '零碳', '美妝', '為', '基礎', '利用', '有機', '茶葉', '萃取', '使用', '親環境', '成分', '單純', '的', '洗髮精', '更', '可以', '協助', '我們', '養成', '好', '髮質', '與', '你', '一起', '讓', '世界', '變好', '歐萊德', '綠茶', '洗髮精', '涼感', '洗髮精', '洗髮精', '洗髮精', '推薦', '一', '個', '好', '的', '洗髮精', '能', '讓', '你', '頭皮', '健康', '髮質', '自然', '強健', '歐萊德', '是', '我', '這', '幾', '年', '新', '接觸到', '一', '個', '很', '好', '的', '髮品', '保養品', '品牌', '歐萊德', '從來', '就', '不只', '是', '一', '間', '髮膚', '保養品', '公司', '而是', '一', '個', '對', '人類', '對', '社會', '對', '地球', '都', '好', '的', '品牌', '這', '就', '是', '俗稱', '的', '歐萊德', '的', '綠色', '世界', '尤']"
"這款商品目前的品名是胺基酸平衡舒緩髮浴，
可能有改版調整成分，
不是很肯定，因為我沒用過舊版。
由於台灣官網太陽春，
沒有詳細資料可以查詢，
只能看其他官方直營的電商平台，
老樣子，就我手邊商品標示上成分表：
www.cosdna.com/cht/cosmetic_e06f568870.html
這是去年暑夏購入品，
80ml小包裝容量，用上半個月沒問題，
洗髮乳顏色乃是包裝瓶身色，
香味嘛，卡詩的產品向來偏人工香，
不討厭就是了。
好搓泡沫，
也好沖洗。
清洗過程無涼爽感或刺激感，
第一次使用，
洗後的","['這', '款', '商品', '目前', '的', '品名', '是', '胺基酸', '平衡', '舒緩', '髮浴', '可能', '有', '改版', '調整', '成分', '不', '是', '很', '肯定', '因為', '我', '沒', '用', '過', '舊版', '由於', '台灣', '官網', '太陽春', '沒有', '詳細', '資料', '可以', '查詢', '只', '能', '看', '其他', '官方', '直營', '的', '電商', '平台', '老樣子', '就', '我', '手', '邊', '商品', '標示', '上', '成分表', '這', '是', '去年', '暑夏', '購入品', '小', '包裝', '容量', '用上', '半', '個', '月', '沒', '問題', '洗髮乳', '顏色', '乃是', '包裝瓶', '身色', '香味', '嘛', '卡詩', '的', '產品', '向來', '偏', '人工香', '不', '討厭', '就是', '了好', '搓', '泡沫', '也', '好', '沖洗', '清洗', '過程', '無', '涼爽感', '或', '刺激感', '第一', '次', '使用', '洗', '後', '的']"
"這款洗髮精有著植萃的香氣及淡淡的玫瑰花香，味道很療癒，令人放鬆。
洗髮精的質地流動性高，容易起泡
第一遍使用時，因頭髮上附著著髮垢及髒汙，所以泡沬會比較少
第二遍使用時，頭髮上的泡泡明顯變多了
可以看得到，它的泡沬是很細緻的濃郁
所以可以慢慢用這些泡沬來按摩頭皮
仔細欣賞這泡泡，同樣也有療癒的效果
（一般我使用的洗髮精，泡沬通常都是豐厚濃郁型的）
這款洗髮精的泡沬很容易沖乾淨
因為不添加矽靈，所以需要使用潤髮乳，頭髮才不會有乾澀感
頭髮吹乾後，髮絲有膨鬆的感覺，不會扁塌","['這', '款', '洗髮精', '有', '著', '植萃', '的', '香氣', '及', '淡淡', '的', '玫瑰花香', '味道', '很', '療癒', '令', '人', '放鬆', '洗髮精', '的', '質地', '流動性', '高', '容易', '起泡', '第一', '遍', '使用', '時', '因', '頭髮', '上', '附著', '著', '髮垢', '及', '髒汙', '所以', '泡沬', '會', '比較', '少', '第二', '遍', '使用', '時', '頭髮', '上', '的', '泡泡', '明顯', '變', '多', '了', '可以', '看', '得', '到', '它', '的', '泡沬', '是', '很', '細緻', '的', '濃郁', '所以', '可以', '慢慢', '用', '這些', '泡沬', '來', '按摩', '頭皮', '仔細', '欣賞', '這', '泡泡', '同樣', '也', '有', '療癒', '的', '效果', '一般', '我', '使用', '的', '洗髮精', '泡沬', '通常', '都', '是', '豐厚', '濃郁', '型', '的', '這', '款', '洗髮精', '的', '泡沬', '很', '容易', '沖乾淨', '因為', '不', '添加', '矽靈', '所以', '需要', '使用', '潤髮乳', '頭髮', '才', '不會', '有', '乾澀感', '頭髮', '吹乾', '後', '髮絲', '有', '膨鬆', '的', '感覺', '不會', '扁塌']"
"Ryo 呂 新韓方薄荷強效控油洗髮精
這款洗髮精是在cosme各處被生火後購入的
來源：momo
國際航空板 四瓶一組 $629 還蠻便宜的❤️
髮質：細軟 自然卷 毛躁 乾燥 特長髮 大量碎髮 無染燙 油頭皮
質地：透明帶藍綠色顆粒
效果：去油力強 涼感不明顯 乾燥髮會乾澀
用量：分兩次洗 每次分別案押半下
✑
可以在手上輕易搓出細緻綿密的泡沫
但不是大泡沫
一開始洗第一次頭時使用按壓一下快到底
主要先洗頭皮
其餘泡沫稍微帶到頭髮而已
頭皮沒有洗得非常乾淨的感覺
但頭髮超～乾澀(驚恐)
覺得沒洗乾淨所以","['呂新', '韓方', '薄荷', '強效', '控油', '洗髮精', '這', '款', '洗髮精', '是', '在', '各', '處', '被', '生火', '後', '購入', '的', '來源', '國際', '航空板', '四', '瓶', '一', '組', '還', '蠻', '便宜', '的', '髮質', '細軟', '自然卷', '毛躁', '乾燥', '特', '長髮', '大量', '碎髮', '無', '染燙', '油頭', '皮質', '地', '透明', '帶', '藍綠色', '顆粒', '效果', '去', '油力', '強', '涼感', '不', '明顯', '乾燥', '髮', '會', '乾澀', '用量', '分', '兩', '次', '洗', '每', '次', '分別案', '押', '半下', '可以', '在', '手', '上', '輕易', '搓出', '細緻', '綿密', '的', '泡沫', '但', '不', '是', '大', '泡沫', '一', '開始', '洗', '第一', '次', '頭', '時', '使用', '按壓', '一下', '快', '到底', '主要', '先', '洗', '頭皮', '其餘', '泡沫', '稍微', '帶到', '頭髮', '而已', '頭皮', '沒有', '洗', '得', '非常', '乾淨', '的', '感覺', '但', '頭髮', '超', '乾澀', '驚恐', '覺得', '沒', '洗', '乾淨', '所以']"
用過就回不去的洗髮，沒有濃烈的香味，不但滋潤又保濕，用完頭髮很軟很順又柔亮，搭配同款護膚產品，可以維持2~3天,"['用過', '就', '回', '不', '去', '的', '洗髮', '沒有', '濃烈', '的', '香味', '不但', '滋潤', '又', '保濕', '用完', '頭髮', '很', '軟', '很', '順', '又', '柔亮', '搭配', '同', '款', '護膚', '產品', '可以', '維持', '天']"
"頭髮就像第二張臉，保養的狀況好不好，柔不柔、亮不亮，第「二」印象好重要。
今天來分享 「Timotei蒂沐蝶金盞花植萃修護洗髮精」。
對於這個品牌的第一印象，就是某次在電視廣告中看到那很清新夢幻的廣告影片：一頭飄逸長髮的金髮女生在草地上隨風起舞，還不時有花瓣在旁飄逸，營造出充滿花香的氛圍，好夢幻啊~(抱歉離題了...)
不過也因為這個印象深刻的廣告，讓我對這個品牌感到好奇，今天終於有機會使用，很感謝Urcosme跟Timotei的試用活動~而且還直接超大氣提供正品!!
看過了他們的品牌介紹，原來是來自瑞典","['頭髮', '就', '像', '第二', '張', '臉', '保養', '的', '狀況', '好不', '好', '柔', '不', '柔', '亮', '不', '亮', '第二', '印象', '好', '重要', '今天', '來', '分享', '蒂沐蝶', '金盞花', '植萃', '修護', '洗髮精', '對於', '這', '個', '品牌', '的', '第一', '印象', '就', '是', '某', '次', '在', '電視', '廣告', '中', '看到', '那', '很', '清新', '夢幻', '的', '廣告', '影片', '一頭', '飄逸', '長髮', '的', '金髮', '女生', '在', '草地', '上', '隨', '風', '起舞', '還', '不時', '有', '花瓣', '在', '旁', '飄逸', '營造出', '充滿', '花香', '的', '氛圍', '好', '夢幻', '啊', '抱歉', '離題', '了', '不過', '也', '因為', '這', '個', '印象', '深刻', '的', '廣告', '讓', '我', '對', '這', '個', '品牌', '感到', '好奇', '今天', '終於', '有', '機會', '使用', '很', '感謝', '跟', '的', '試用', '活動', '而且', '還', '直接', '超大氣', '提供', '正品', '看過', '了', '他們', '的', '品牌', '介紹', '原來', '是', '來自', '瑞典']"
很開心有機會可以試用草本護色洗髮精，為了準確性，在開始使用前我還特地去染頭髮，染後頭髮最容易掉色的就是頭幾天，這幾天我每天都用護色洗髮精洗髮，幾天下來，發現護送效果真的很不錯，而且容易起泡，泡沫豐富綿密，用量也很省，可能因為我是短髮所以用量會比較省吧⋯⋯😂，照片為染後一個禮拜，依然顯色，洗完也不覺得乾澀毛躁或不好梳理，個人是滿推薦這款護色洗髮精的喔🥰,"['很', '開心', '有', '機會', '可以', '試用', '草本', '護色', '洗髮精', '為了', '準確性', '在', '開始', '使用', '前', '我', '還', '特地', '去', '染', '頭髮', '染', '後', '頭髮', '最', '容易', '掉色', '的', '就', '是', '頭', '幾', '天', '這', '幾', '天', '我', '每', '天', '都', '用', '護色', '洗髮精', '洗髮', '幾', '天', '下來', '發現', '護送', '效果', '真的', '很', '不錯', '而且', '容易', '起泡', '泡沫', '豐富', '綿密', '用量', '也', '很', '省', '可能', '因為', '我', '是', '短髮', '所以', '用量', '會', '比較', '省', '吧', '照片', '為', '染', '後', '一', '個', '禮拜', '依然', '顯色', '洗完', '也', '不', '覺得', '乾澀', '毛躁', '或', '不', '好', '梳理', '個人', '是', '滿', '推薦', '這', '款', '護色', '洗髮精', '的', '喔']"
