評論,tokens
"其實用遍了市面上花香系列，偶爾換個不一樣的味道也是不錯呢
深紫色的設計也很好看，感覺可以減少光照射到洗髮精，好像可以保存的比較好
純粹因為是油性頭皮適用，加上落髮問題會隨年齡遽增加
所以就加減預防一下
商品介紹〰
①） 只需4週便能感受到高麗人蔘的預防落髮效果
②） 含有5根以上6年根高麗人蔘的高含量預防落髮洗髮精
③） 有效預防落髮的人蔘濃縮液可深入頭皮深層
④） 在預防落髮的同時，還能讓老化變細之毛髮變得粗韌的洗髮精
⑤） 有天然生髮效果的人蔘萃取物可以預防落髮
⑥） 完整萃取人蔘皂苷，讓預防落髮有效","['其實', '用遍', '市面', '花香', '偶爾', '味道', '不錯', '深紫色', '設計', '好看', '減少', '照射到', '好像', '保存', '純粹', '油性', '頭皮', '適用', '落髮', '年齡', '增加', '加減', '預防', '介紹', '感受到', '高麗人蔘', '預防', '落髮', '含有', '高麗', '人蔘', '高含量', '預防', '落髮', '有效', '預防', '落髮', '人蔘', '濃縮液', '深入', '頭皮', '深層', '預防', '落髮', '同時', '老化', '變細', '毛髮', '粗韌', '天然', '生髮', '人蔘', '萃取物', '預防', '落髮', '完整', '萃取', '人蔘', '皂苷', '預防', '落髮', '有效']"
"這罐是買的禮盒內ml數最大的一罐300ml😅
看起來好像比較適合男性😆當時櫃姐介紹這罐在頭皮出油很癢的時候可以使用
我通常一周只用一到兩次（某一天懶得洗頭時，隔天就會用這罐徹底清潔一下）
它的主要成分有：
巴巴蘇: 溫和的潔淨效果，含豐富的泡沫
瓊崖海棠油: 具鎮靜、保濕效果，舒緩乾燥或敏感性的頭皮
海藻: 調理頭皮油脂，形成頭皮保護層
薑蔘油: 舒緩肌膚敏感
甘草根: 提供鎮定功效
產品香味：
濃郁、辛香、清新香調，來自昆士亞精油及檸檬、綠薄荷、岩蘭草、薰衣草精油
聞起來是很森林的味道，非常清新！但洗完","['禮盒', 'ml數', '看起來', '好像', '適合', '男性', '當時', '櫃姐', '介紹', '頭皮', '通常', '懶得', '洗頭', '隔天', '徹底', '清潔', '主要', '成分', '巴巴蘇', '溫和', '潔淨', '豐富', '泡沫', '瓊崖', '海棠', '油具', '鎮靜', '保濕', '舒緩', '乾燥', '敏感性', '頭皮', '海藻', '調理', '頭皮', '油脂', '頭皮', '保護層', '薑蔘油', '舒緩', '肌膚', '敏感', '甘草根', '鎮定', '功效', '香味', '濃郁', '辛香', '清新', '香調', '來自', '昆士亞', '精油', '檸檬', '薄荷岩蘭草', '薰衣草', '精油', '聞起來', '森林', '味道', '清新']"
"官方介紹：
艾瑪絲5α捷利爾頭皮淨化液，使用與皮膚科醫師共同開發合作之甘草次酸複合物 2%！
以超細小分子泡泡，舒適軟化頭皮固態油脂，讓您感受未曾體驗過的頭皮深呼吸！
專為頭皮日常清潔前導洗髮精
適用油性/中性/乾性頭皮、問題頭皮
回想一下用艾瑪絲家的產品應該有7-8年以上了
記得以前都一段時間就跟部落客一起團購，
使用起來最讓我喜歡的就是這款頭皮淨化液
說到它就會讓我想到 juliArt 這個品牌也有甘草次酸角質淨化液
兩個使用起來我覺得好像沒有很大的差別耶
但是覺亞的價格真的高蠻多的，
而且你假如想用","['官方', '介紹', '艾瑪絲5α', '捷利爾', '頭皮', '淨化液', '皮膚科', '醫師', '共同', '開發', '合作', '甘草', '次酸', '複合物', '細小', '分子', '泡泡', '舒適', '軟化', '頭皮', '固態', '油脂', '感受', '未曾', '體驗', '頭皮', '深呼吸', '頭皮', '日常', '清潔', '適用', '油性', '中性', '乾性', '頭皮', '頭皮', '回想', '記得', '以前', '時間', '部落客', '一起', '團購', '頭皮', '淨化液', '說到', '想到', 'juli', '甘草', '次酸', '角質', '淨化液', '好像', '差別', '覺亞', '價格', '蠻多']"
"這罐的名稱叫做黑豆蓬鬆健髮洗髮精，但是我看@cosme上面好像沒有
外觀都是咖啡色的，就借我放在這邊分享一下XDD
身為一個極度細軟髮+油頭的人
追求蓬鬆控油的髮質一直是我的人生目標
這罐是透過酷澎買的，印象中非常便宜！
當初會買這罐是因為他主打強健髮根、使頭髮變蓬鬆，補充頭皮營養
聽起來非常心動
於是我就買了
但不知道為何他的人參味很重
我個人是不排斥，因為感覺很營養
初期剛使用的時候覺得蓬鬆很有感
但他好像對於控油並沒有甚麼幫助
洗完當下蓬鬆感很讚
但是隔天下午我頭髮依然會出油
但至少它維持了我一個早","['名稱', '叫做', '黑豆', '蓬鬆', '健髮', '好像', '外觀', '咖啡色', '這邊', 'XDD', '身為', '極度', '細軟', '油頭', '追求', '蓬鬆', '控油', '髮質', '人生', '目標', '酷澎', '印象', '便宜', '當初', '強健', '髮根', '蓬鬆', '補充', '頭皮', '營養', '聽起來', '心動', '為何', '參味', '排斥', '營養', '初期', '蓬鬆', '有感', '好像', '控油', '當下', '蓬鬆感', '隔天', '下午', '依然', '維持']"
"歐舒丹草本強韌洗髮乳
這款是去年週年慶為了湊滿額禮券買的組合
草本強韌洗髮乳500ml+草本強韌頭皮養護露125ml 組合價$1980元
第一次買歐舒丹的髮類產品
就買這麼多其實真的很冒險
我先前已經分享過的
「草本修護洗髮乳」
真的很喜歡💕
草本修護洗髮乳心得❤️
還好這兩款是先用草本修護
不然會以為歐舒丹洗髮都很難用🤣
但也因為這樣對草本強韌這款特別失望
定價還要$1380元
起泡力還可以
味道是草本植萃香味
質地是透明洗髮精
不曉得為何取名「洗髮乳」
可惜洗完沒有蓬鬆空氣感
髮質也沒有比較強健
反而","['歐舒丹', '草本', '強韌', '去年', '週年慶', '滿額', '禮券', '組合', '草本', '強韌', '草本', '強韌', '頭皮', '養護露', '組合價', '歐舒丹', '髮類', '其實', '冒險', '先前', '已經', '草本', '修護', '草本', '修護', '還好', '草本', '修護', '歐舒丹', '難用', '這樣', '草本', '強韌', '失望', '定價', '起泡力', '還可以', '味道', '草本', '植萃', '香味質', '透明', '曉得', '為何', '取名', '可惜', '蓬鬆', '空氣感', '髮質', '強健']"
"前幾天看到社團有人分享這瓶洗髮精
因為是麝香（我超愛麝香類，尤其白麝香）
腦波弱的我剛好去逛家樂福看到就買了
這瓶是日光麝香
應該是新的香味
建檔裡沒看到這瓶
它是主打敏感性頭皮適用
社團分享的人說她是漏脂性頭皮
很多洗髮精都不能用
只能用敏感頭皮專用
但是這瓶她用了完全沒事
我自己是油性頭皮
但是因為太喜歡麝香所以才買
對了！它不含矽靈（這是我會買的主要原因）
我好久沒買過開架式洗髮精了
因為不愛含矽靈成份的洗髮精
不過現在開架式洗髮精越來越多不含矽靈成份可以選擇
透明質地偏水
容易起泡、泡沫豐富
沒什","['社團', '麝香', '麝香類', '尤其', '麝香', '腦波', '家樂福', '日光', '麝香', '香味', '建檔', '敏感性', '頭皮', '適用', '社團', '漏脂性', '頭皮', '不能', '敏感', '頭皮', '專用', '完全', '油性', '頭皮', '麝香', '矽靈', '主要', '原因', '架式', '矽靈', '成份', '現在', '架式', '越來越', '矽靈', '成份', '選擇', '透明', '質地', '起泡', '泡沫', '豐富']"
"買這瓶的人，通常是因為掉髮困擾而買的吧！
嗯，我一眼就覺的專業。若假設買了主因是為了控油
那它其實不太控油，非常油性或抑味，其實我個人覺的沒有~
個人覺的它適合中性偏乾性的，洗是滿好洗的，感覺很舒服，也很好沖
也就是它洗完髮絲不毛，頭皮不澀，完全只適合正常人
唯一讓我感受到的，很天然的髮絲很自然柔順，這是有的。
一般如果洗太澀洗頭髮容易澀或炸毛
瓶裡些微粒其實~在洗的時候受不到，所以~ 我也不知道
我覺的會買的人，都為了掉髮或髮量少困擾而去買它，
因為他就是寫著：為你養護髮
用它的我到底有沒有覺的有效?
","['通常是', '困擾', '專業', '假設', '主因', '控油', '其實', '控油', '油性', '抑味', '其實', '適合', '中性', '偏乾性', '舒服', '髮絲', '頭皮', '完全', '適合', '正常人', '唯一', '感受到', '天然', '髮絲', '自然', '柔順', '炸毛瓶', '微粒', '其實', '不到', '掉髮', '髮量', '困擾', '養護', '髮用', '到底', '有沒有', '有效']"
"抽到這款洗髮精真的是太高興了！
本身屬於換季非常容易癢、長頭皮屑的類型
之前用過號稱天然、日本韓國多種品牌、海倫仙度絲也用過幾款，這一年則是放棄治療，買便宜的花王跟脫普洗髮精。當然期間也看過皮膚科，都沒什麼改善。
所以抽到當下，開心之虞，懷疑的心情也佔很高比例。
這是洗髮之前，看的出來很毛躁卻又塌塌的
這是洗完（為了拍照特別改成白天再洗頭）
洗完有比較毛躁蓬鬆
不過重點還是放在隔天
一般來說隔天就會癢+很多頭皮屑
還有大片的那種
用這罐號稱臨床實驗有效的洗髮精
真、的、有、效
試用了一週，真是太太太感動了","['換季', '癢長', '頭皮屑', '類型', '號稱', '天然', '日本', '韓國', '放棄', '治療', '買便宜', '花王', '脫普', '當然', '看過', '皮膚科', '改善', '當下', '開心', '懷疑', '心情', '比例', '毛躁', '塌塌', '拍照', '改成', '白天', '洗頭', '毛躁', '蓬鬆', '重點', '隔天', '隔天', '頭皮屑', '號稱', '臨床', '實驗', '有效', '有效', '真是', '太太太', '感動']"
"施華蔻-豐盈靭髮洗髮露，瓶身是粉嫩的粉紅玫瑰色，非常漂亮！
我剛好就是細軟髮質，頭髮易扁塌不易作造型，馬上開來體驗！
洗髮露是透明狀，用量少少就可產生豐富的泡沫。
帶有淡淡甜甜的果香味，在香香的氣息中洗髮，感覺很不賴！
官網中的成份表與攻效如下：
原來甜甜的香味就是無花果的香氣啊！？  （跟這花不熟，果乾倒是很常吃😅）
我平常洗髮後很少再用潤髮 ，但會在頭髮快乾時抹上幾滴護髮油來防止髮尾毛躁打結。使用施華蔻洗髮露也是相同流程。
有斜瀏海的我，很容易因騎車戴安全帽 或 額頭T字部位出油而讓瀏海較不""飛揚"" ","['施華蔻', '豐盈', '靭髮', '瓶身', '粉嫩', '粉紅', '玫瑰色', '漂亮', '細軟', '髮質', '扁塌', '不易', '造型', '馬上', '開來', '體驗', '透明狀', '用量', '少少', '產生', '豐富', '泡沫', '帶有', '淡淡', '甜甜', '果香味', '香香', '氣息', '官網', '成份表', '攻效', '原來', '甜甜', '香味', '無花果', '香氣', '果乾', '倒是', '平常', '很少', '潤髮', '抹上', '護髮油', '防止', '髮尾', '毛躁', '打結', '施華蔻', '相同', '流程', '瀏海', '騎車', '安全帽', '額頭', '部位', '瀏海', '飛揚']"
"依照我的頭髮需求選了豐盈保養調理組:
甘草次酸角質淨化液、健髮賦活胺基酸洗髮精
#甘草次酸角質淨化液
甘草次酸角質淨化液專為日常頭皮清潔設計之洗髮精，不含藥性，溫和淨化老廢角質，舒緩頭皮不適，改善毛孔阻塞。
甘草在醫學上常作為抗炎劑~
1.甘草中主要活性成分為甘草甜素及甘草次酸。
2.甘草次酸具有廣泛的醫療用途。
3.抗炎、抗菌、抗病毒及抗氧化等功效。
特別針對乾癬、脂漏性皮膚炎者日常清潔所設計，同時淨化頭皮及清潔頭髮，
如果是中長髮，耳朵以下的頭髮使用其他洗髮精。
使用方式: 乾髮時淋15-20CC於頭","['需求', '豐盈', '保養', '調理組', '甘草', '次酸', '角質', '淨化液', '健髮', '賦活胺基酸', '甘草', '次酸', '角質', '淨化液', '甘草', '次酸', '角質', '淨化液', '日常', '頭皮', '清潔', '設計', '藥性', '溫和', '淨化', '老廢', '角質', '舒緩', '頭皮', '不適', '改善', '毛孔', '阻塞', '甘草', '醫學', '作為', '抗炎劑', '甘草', '主要', '活性', '成分', '甘草', '甜素', '甘草', '次酸', '甘草', '次酸', '具有', '廣泛', '醫療', '用途', '抗炎', '抗菌', '病毒', '抗氧化', '功效', '乾癬', '脂漏性', '皮膚炎', '日常', '清潔', '設計', '同時', '淨化', '頭皮', '清潔', '中長髮', '耳朵', '以下', '方式', '乾髮', 'CC']"
"AROMASE經過兩種的淨化液之後，
對於洗髮精也產生了一些興趣，
但是包裝容量都滿大的，
還好廠商有設計一種旅用瓶裝，
小小一瓶攜帶非常便利，
也很利於當作一種試用品囉，
AROMASE洗髮系列的包裝皆為長方形綠色塑膠包裝，
由於分了幾種使用效果用了印刷顏色做區分，
位置大概就印在瓶身腰部下方的部分，
旅行用包裝則是在外盒包裝的時候就有顏色區分了，
辨識方面算是很輕鬆，
第三次選擇的是舒敏平衡洗髮精，
標籤印刷顏色為橘色，
內容物為淺黃色液態，
有種清爽的草本香味與其他洗髮產品稍微不同，
一樣滿中性的香","['AROMASE', '經過', '淨化液', '產生', '興趣', '包裝', '容量', '還好', '廠商', '設計', '瓶裝', '小小', '攜帶', '便利', '利於', '當作', 'AROMASE', '包裝', '長方形', '綠色', '塑膠', '包裝', '印刷', '顏色', '區分', '位置', '大概', '瓶身', '腰部', '旅行用', '包裝', '包裝', '顏色', '區分', '辨識', '輕鬆', '選擇', '舒敏', '平衡', '標籤', '印刷', '顏色', '橘色', '容物', '淺黃色', '液態', '清爽', '草本', '香味', '稍微', '不同', '中性']"
"✻ 前情提要：
⧫ 本身頭髮是屬於細軟髮、容易扁塌的類型，習慣每天清潔。
一直以來都習慣使用標榜“豐盈蓬鬆”的洗髮精，但有時候會買到清潔力過強而導致頭皮屑變多、或是洗完後頭髮仍然扁塌的情形。十月初的時候，在美妝店看到這款植萃蘭風鈴豐盈蓬鬆洗髮露，標榜”0矽靈且秀髮輕盈不扁塌“，就決定試試看。
✻ 感受（已使用兩個月）：
⧫ 藍風鈴香味很舒服，清潔時會讓人覺得很放鬆。
⧫ 不管是天氣熱的時候（10-11月）還是天氣轉涼之後（12月），使用時都可以感覺到產品的清潔力卻不會讓頭皮跟頭髮感到過於乾澀，也不會有頭皮","['軟髮', '扁塌', '類型', '習慣', '清潔', '習慣', '標榜', '豐盈', '蓬鬆', '有時候', '買到', '清潔力', '導致', '頭皮屑', '變多', '仍然', '扁塌', '情形', '十月', '美妝店', '萃蘭風鈴', '豐盈', '蓬鬆', '標榜', '矽靈', '秀髮', '輕盈', '扁塌', '決定', '感受', '藍風鈴', '香味', '舒服', '清潔', '放鬆', '天氣', '天氣', '轉涼', '感覺到', '清潔力', '頭皮', '感到', '過於', '乾澀', '頭皮']"
"油性頭皮之前都用花王綠瓶和藍瓶
綠瓶(約79元)非常控油～但洗完頭髮很乾，而且用了好幾年才後知後覺發現有頭皮屑...XDDDD
接著在特賣買到花王藍瓶(約120元)，算是綠瓶的升級版，控油效果更好，香味更高級一點
可惜頭皮屑還是沒有改善
這次買美吾髮的馬鞭草洗髮精約129元
也算是十分便宜
非常好起泡
控油效果也很棒!!!
重點是洗玩髮尾不再乾澀了～是非常保濕的感覺
頭髮也很輕盈蓬鬆
洗一陣子覺得很棒！
頭皮屑有少，但還是有QQ","['油性', '頭皮', '花王', '綠瓶', '藍瓶', '綠瓶', '控油', '發現', '頭皮屑', 'XDDDD', '接著', '特賣', '買到', '花王', '藍瓶', '綠瓶', '升級版', '控油', '香味', '高級', '一點', '可惜', '頭皮屑', '改善', '馬鞭草', '十分', '便宜', '控油', '重點', '洗玩', '髮尾', '不再', '乾澀', '保濕', '輕盈', '蓬鬆', '一陣子', '頭皮屑', '有少', 'QQ']"
"我最近剛好洗髮精用完了
想試用一些我沒用過的洗髮精
因為我本身髮量不多且又是細軟髮
因此我對於養髮這件事很注重
這款洗髮精便是主打針對 21-39 歲女性以及產後婦女。
-強健髮根，維護頭髮健康。
-適用於染燙髮質、受損髮質。
-含有少量柔順頭髮的成分，能夠修護外層受損髮。
-含珍貴的微量營養素(生物素、鎂、鈣和鋅)可以提供髮絲額外的健康與保護。
完全符合我要的需求
它的瓶口設計是屬於按壓凸出是的瓶口
密封性好 不會有容易溢出的問題
取用方便
這是我洗髮前的樣子
我本身是油性頭皮
頭髮很容易出油糾結
但是","['最近', '用完', '髮量', '軟髮', '養髮', '注重', '女性', '產後', '婦女', '強健', '髮根', '維護', '健康', '適用', '染燙', '髮質', '受損', '髮質', '含有', '柔順', '成分', '能夠', '修護', '外層', '受損', '珍貴', '微量', '營養素', '生物素', '髮絲', '額外', '健康', '保護', '完全', '符合', '需求', '瓶口', '設計', '按壓', '凸出', '瓶口', '密封性', '溢出', '取用', '方便', '油性', '頭皮', '糾結']"
"今日要介紹的O'right洗髮精
是解救我悶悶頭皮的大功臣♥️
以往我選擇洗髮精
並不會選太高價的
畢竟我是一個小資女😂！
也不懂專櫃的洗髮精為什麼迷人（沒使用過嘛！）
先介紹一下Oright洗髮精的外貌
很像一個酒瓶？
剛到貨時，男友還一直問我說
可以喝嗎？😂當然不行囉！
其實之前我就有看過喜歡的Youtuber 說
他出國最怕買不到的就是Oright洗髮精
所以他一定會囤貨帶去
那時候心想有這麼厲害嗎？！
我的是咖啡因款的♥️
我覺得很適合我，因為他有調養頭皮的功能
我的頭皮常年都是紅紅的
其實是不健","['今日', '介紹', 'Oright', '解救', '悶悶', '頭皮', '功臣', '以往', '選擇', '高價', '畢竟', '資女', '專櫃', '為什麼', '迷人', '介紹', 'Oright', '外貌', '酒瓶', '到貨', '男友', '當然', '不行', '其實', '看過', 'Youtuber', '出國', 'Oright', '一定', '囤貨帶去', '心想', '這麼', '厲害', '咖啡因款', '適合', '調養', '頭皮', '功能', '頭皮', '常年', '紅紅', '其實']"
"這瓶也是出很久的商品了
不知道大家在選洗髮精時會不會考慮到一些長痘痘的問題
感覺有時候用一些偏滋潤的髮類產品時，就更需要注意到這個可能
以前都是用花王紅瓶，比綠瓶滋潤一點點
但是他們都是透明的洗髮精，應該都是不含有矽靈的
以前我都選紅瓶，偶爾搭思波綺滋潤一下髮尾
其實不太敢用太控油的洗髮精，怕太控油反而出更多油會頭皮癢
直到最近看ptt文章有人分享皮膚科醫師說花王紅瓶容易致痘
（皮膚科醫師是推薦在控制痘痘的人用花王綠瓶）
我才開始懷疑是不是因為花王紅瓶讓我背上的痘痘都好不了
因為用好幾年了
我的髮質又很不","['會不會', '考慮到', '痘痘', '有時候', '滋潤', '髮類', '注意到', '可能', '以前', '花王', '紅瓶', '綠瓶', '滋潤', '透明', '含有', '矽靈', '以前', '紅瓶', '偶爾', '思波綺', '滋潤', '髮尾', '其實', '太控油', '太控油', '頭皮', '最近', 'ptt', '文章', '皮膚科', '醫師', '花王', '紅瓶', '皮膚科', '醫師', '推薦', '控制', '痘痘', '花王', '綠瓶', '懷疑', '花王', '紅瓶', '痘痘', '好不了', '髮質']"
"Seba med 施巴 油性洗髮乳(抗屑止癢)
施巴從我生小孩開始，有使用過的任何產品就會一直持續回購
介紹一下這款➡ 油性洗髮乳(抗屑止癢)
這款現在大部分使用都是我先生居多
我之前是因為常常騎機車戴安全帽上下班來回
🔺 (機車單程大約30~40分車程)
🔺 (安全帽內裡也時常更換新套)
🔺 (上班環境都在冷氣房裡)
頭皮因為悶住所以剛上班而已異味就散發😱
我又是每天洗頭的人
所以那陣子都會使用這款洗髮乳
使用這款時
因為我有染髮的關係
所以使用中會覺得頭髮中半段到髮尾會乾澀
靠近頭皮的地方反而就沒這個","['Sebamed', '施巴', '油性', '止癢', '施巴', '小孩', '持續', '回購', '介紹', '油性', '止癢', '現在', '先生', '居多', '常常', '機車', '安全帽', '上下班', '來回', '機車', '單程', '車程', '安全帽', '內裡', '時常', '更換', '新套', '上班', '環境', '冷氣房', '頭皮', '悶住', '上班', '異味', '散發', '洗頭', '染髮', '關係', '髮尾', '乾澀', '靠近', '頭皮', '地方']"
"✔本人自然捲細軟髮使用心得如下:
有一陣子掉髮特別嚴重，就買了艾瑪絲的強健豐盈系列來使用
使用兩周就很明顯掉髮減少非常多!!!而且頭頂長了很多小頭髮~
本來是一天需要清一次排水孔的狀況，到現在都不怎麼需要清了。
所以雖然他的價格比一般開架的洗髮精貴一些，我還是願意持續回購買單!!
不過針對他的控油功效我個人認為是比較不足的~
晚上洗完頭到隔天下午還是看的出來有出油的狀況喔~
以上為本人實際使用的心得 祝大家使用後也解決落髮問題!!","['自然', '軟髮', '如下', '一陣子', '掉髮', '嚴重', '強健', '豐盈', '明顯', '掉髮', '減少', '頭頂', '本來', '排水孔', '狀況', '現在', '怎麼', '價格', '開架', '精貴', '願意', '持續', '回購買單', '控油', '功效', '認為', '不足', '晚上', '隔天', '下午', '狀況', '實際', '解決', '落髮']"
"真的好巧，最近剛好分享了幾款髮品類的產品，
坦白說，我也是後來才慢慢發現，
髮品這種東西真的不要有品牌迷思。
之前我就有分享過幾款專櫃級的洗髮品，
有的很好用，用完馬上列入回購清單；
有的呢，則是貴得要死，卻難用到我真的充滿問號，
完全不懂它的價值在哪？
還有那種是價格還可以接受，可是用起來就覺得差強人意，
也不知道要怎麼說它，
就是整瓶都用完了，還對它沒有任何的記憶點！
所以我個人是推崇髮品不要有迷思，一定要試用過最好。
這次要分享的是RYO 呂 滋養韌髮洗髮精(油性)
我是第一次用這款洗髮精，老實說有","['好巧', '最近', '髮品', '坦白', '後來', '慢慢', '發現', '髮品', '東西', '不要', '迷思', '專櫃級', '洗髮品', '好用', '用完', '馬上', '列入', '清單', '要死', '用到', '充滿', '問號', '完全', '價值', '價格', '還可以', '接受', '用起來', '差強人意', '怎麼說', '用完', '記憶', '推崇', '髮品', '不要', '迷思', '一定', '最好', 'RYO', '滋養', '韌髮', '精油性', '老實說']"
"飄盪的不是香味而是女人味
566香水能量洗髮露-巴黎小香風
完全深得我心，絕對大回購
無意間在家樂福網站訂購民生用品隨手一訂的
前香：柑橘/佛手柑
中香：玫瑰/茉莉/廣藿香
底香：香草/西普/琥珀香
香水能量洗髮露香味剛開始擠在手掌心印象普普
沒想到開始洗頭時
那味道的層次感，香味很舒服
最重要是起泡容易，也容易沖洗
標榜0矽靈，對於油性染燙受損髮質的我
洗後頭髮很舒服，到隔天劉海出油程度大大減少
但是0矽靈洗後髮尾會相對乾燥
所以要加強護髮
巴黎小香風尾蘊琥珀香很適合一年四季
這瓶味道對於我這種洗過N瓶","['飄盪', '香味', '女人味', '香水', '能量', '巴黎', '小香風', '完全', '深得', '回購', '無意', '家樂福', '網站', '訂購', '民生', '用品', '隨手', '前香', '柑橘', '佛手柑', '玫瑰', '茉莉', '藿香', '底香', '香草', '西普', '琥珀', '香香水', '能量', '香味', '手掌心', '印象', '普普', '沒想到', '洗頭', '味道', '層次感', '香味', '舒服', '重要', '起泡', '沖洗', '標榜', '油性', '染燙', '受損', '髮質', '舒服', '隔天', '劉海', '出油', '程度', '大大', '減少', '髮尾', '相對', '乾燥', '加強', '護髮', '巴黎', '小香風', '尾蘊', '琥珀', '適合', '味道', 'N瓶']"
"去年(2019)暑假，蔻蘿蘭水薄荷涼感系列在台上市。該系列共三項產品，當時碰巧拿到了洗髮精試用包。
透明藍色濃稠液態質地，聞起來是清新薄荷香氣。洗後清爽，髮絲蓬鬆。清潔力適中，可以天天使用。
主打的涼感這部分，挺主觀的...
我哥認為超級涼；我則感覺大概只有中等程度，甚至大熱天還嫌涼感不夠。
同樣是涼感髮類商品，The Body Shop富士山綠茶淨化頭皮去角質洗髮霜，涼感強上許多。但由於內含顆粒，TBS官網建議：一般髮質，一週兩次；頭皮易出油髮質者，於炎熱季節可每天使用。
雖說蔻蘿蘭水薄荷的涼感度不是我","['去年', '暑假', '蔻蘿蘭水', '薄荷', '涼感', '上市', '當時', '碰巧', '試用包', '透明', '藍色', '濃稠', '液態', '質地', '聞起來', '清新', '薄荷', '香氣', '清爽', '髮絲', '蓬鬆', '清潔力', '適中', '天天', '涼感', '主觀', '認為', '超級', '大概', '只有', '中等', '程度', '甚至', '熱天', '涼感', '同樣', '涼感', '髮類', 'TheBody', 'Shop', '富士山', '綠茶', '淨化', '頭皮', '去角質', '洗髮霜', '涼感', '內含', '顆粒', 'TBS', '官網', '建議', '髮質', '頭皮', '易出', '髮質', '炎熱', '季節', '蔻蘿蘭', '薄荷', '涼感度']"
"我媽媽一開始買藍瓶
我覺得洗很乾淨
油頭人的真愛
但是洗完頭髮都會很乾澀打結
後續要用護髮
我喜歡用免沖洗的
後來我媽媽又買了保濕款，粉色的
我單洗會覺得頭皮洗不乾淨
後來我用艾瑪絲頭皮精華液洗頭皮
接著用這個保濕的洗頭髮
直接吹頭髮就不用護髮
目前我喜歡這樣的搭配👍","['媽媽', '藍瓶', '乾淨', '油頭人', '真愛', '乾澀', '打結', '後續', '護髮', '沖洗', '後來', '媽媽', '保濕款', '粉色', '頭皮', '乾淨', '後來', '頭皮', '精華液', '頭皮', '接著', '保濕', '直接', '不用', '護髮', '目前', '這樣', '搭配']"
"本身髮質為細軟髮，沒有頭皮屑問題，但一天不洗頭隔天就會出油+癢
夏天頭部溫度一高，就會感受到頭頂悶熱，流汗後頭髮巴在頭皮上
試過很多洗髮精，剛洗完頭時是舒服的
隨著時間一長頭皮就越來越悶，頭皮氣味也越來越重！
就算是每天洗頭，常常洗完後，在吹髮時還是聞的到自己的頭皮味
神奇的來了！一換洗艾瑪絲洗髮精，頭皮的氣味明顯減少很多
流汗關係到傍晚洗澡前頭就會慢慢癢起來
現在也改善了很多，不會一直想抓頭了
洗完頭髮的感覺是清爽、有蓬鬆感、特別輕盈
艾瑪絲洗髮精很好起泡，質地透明不是乳狀洗髮精
含有甘草次酸、生薑酊與","['髮質', '細軟髮', '頭皮屑', '洗頭', '隔天', '油癢', '夏天', '頭部', '溫度', '感受到', '頭頂', '悶熱', '流汗', '頭皮', '舒服', '時間', '頭皮', '越來越', '頭皮', '氣味', '越來越', '洗頭', '常常', '吹髮', '頭皮味', '神奇', '頭皮', '氣味', '明顯', '減少', '流汗', '關係到', '傍晚', '洗澡', '慢慢', '現在', '改善', '抓頭', '清爽', '蓬鬆感', '輕盈', '起泡', '質地', '透明', '乳狀', '含有', '甘草', '生薑酊']"
"先前舊包裝的時候購買過水凝柔潤跟淨澈護色，覺得清潔力夠、保濕且洗後的蓬鬆程度很棒。
今年看到新包裝買上回夠了淨澈，效果依舊，在夏季很清爽卻不會乾澀，洗完後搭配護髮產品隔天頭髮的捲度就很滿意。
唯一的缺點是，不小心跑進眼睛裡會癢！非常癢！洗的時候要格外小心不能跑進眼裡，但還是會回購的！","['先前', '包裝', '購買', '水凝', '柔潤', '淨澈', '護色', '清潔力', '保濕', '蓬鬆', '程度', '今年', '包裝', '淨澈', '依舊', '夏季', '清爽', '乾澀', '搭配', '護髮', '隔天', '捲度', '滿意', '唯一', '缺點', '小心', '跑進', '眼睛', '癢洗', '格外', '小心', '不能', '跑進', '回購']"
"買康是美福袋，裡面的其中一個品項，
這款洗髮精沒看過，包裝也沒有特別的討喜，
查了之後發現價位偏貴，400ml的容量，在開架洗髮精容量偏少一點點，
定價不便宜，常態賣299元，算是不便宜的價格。
香味上，沒有特別的香精味，只有涼涼的迭迭香、薄荷的香，
不喜歡有香味的，可以聞聞，可能會喜歡，是比較沒有負擔的香味，
沖洗完也不會留香。
整起起泡速度跟起泡量都不錯，
聞起來有微涼，但頭皮沒有涼的感覺，
沖洗上也很好沖洗，
這款不是保濕的，洗完是偏乾，但不會太過乾澀，
建議還是要上護髮，
但是在上護髮前，不太有頭","['買康', '美福袋', '裡面', '品項', '看過', '包裝', '討喜', '發現', '價位', '容量', '開架', '容量', '定價', '便宜', '常態', '便宜', '價格', '香味', '香精味', '涼涼', '迭迭', '薄荷', '香味', '聞聞', '可能', '負擔', '香味', '沖洗完', '留香', '起泡', '速度', '起泡量', '不錯', '聞起來', '頭皮', '沖洗', '沖洗', '保濕', '太過', '乾澀', '建議', '護髮', '護髮']"
